Id,SalePrice
2,181479.1217
4,181479.1217
6,181479.1217
7,181479.1217
17,181479.1217
18,181479.1217
22,181479.1217
27,181479.1217
31,181479.1217
36,181479.1217
39,181479.1217
40,181479.1217
42,181479.1217
46,181479.1217
53,181479.1217
58,181479.1217
61,181479.1217
72,181479.1217
79,181479.1217
80,181479.1217
82,181479.1217
83,181479.1217
85,181479.1217
88,181479.1217
92,181479.1217
93,181479.1217
95,181479.1217
102,181479.1217
103,181479.1217
106,181479.1217
107,181479.1217
110,181479.1217
114,181479.1217
116,181479.1217
117,181479.1217
118,181479.1217
125,181479.1217
126,181479.1217
127,181479.1217
128,181479.1217
134,181479.1217
135,181479.1217
137,181479.1217
143,181479.1217
147,181479.1217
148,181479.1217
150,181479.1217
156,181479.1217
157,181479.1217
159,181479.1217
161,181479.1217
167,181479.1217
170,181479.1217
171,181479.1217
175,181479.1217
179,181479.1217
181,181479.1217
186,181479.1217
193,181479.1217
194,181479.1217
206,181479.1217
208,181479.1217
210,181479.1217
211,181479.1217
212,181479.1217
214,181479.1217
215,181479.1217
217,181479.1217
222,181479.1217
227,181479.1217
228,181479.1217
233,181479.1217
235,181479.1217
238,181479.1217
241,181479.1217
252,181479.1217
253,181479.1217
256,181479.1217
257,181479.1217
258,181479.1217
259,181479.1217
261,181479.1217
263,181479.1217
266,181479.1217
267,181479.1217
270,181479.1217
271,181479.1217
276,181479.1217
285,181479.1217
288,181479.1217
289,181479.1217
290,181479.1217
291,181479.1217
292,181479.1217
293,181479.1217
294,181479.1217
295,181479.1217
304,181479.1217
322,181479.1217
326,181479.1217
327,181479.1217
328,181479.1217
331,181479.1217
332,181479.1217
333,181479.1217
335,181479.1217
337,181479.1217
342,181479.1217
343,181479.1217
347,181479.1217
350,181479.1217
352,181479.1217
358,181479.1217
359,181479.1217
360,181479.1217
368,181479.1217
369,181479.1217
373,181479.1217
377,181479.1217
383,181479.1217
386,181479.1217
387,181479.1217
390,181479.1217
391,181479.1217
395,181479.1217
397,181479.1217
398,181479.1217
401,181479.1217
404,181479.1217
408,181479.1217
409,181479.1217
410,181479.1217
418,181479.1217
422,181479.1217
427,181479.1217
431,181479.1217
433,181479.1217
437,181479.1217
438,181479.1217
442,181479.1217
447,181479.1217
459,181479.1217
460,181479.1217
464,181479.1217
465,181479.1217
467,181479.1217
468,181479.1217
474,181479.1217
480,181479.1217
481,181479.1217
483,181479.1217
488,181479.1217
492,181479.1217
494,181479.1217
499,181479.1217
500,181479.1217
501,181479.1217
503,181479.1217
506,181479.1217
508,181479.1217
511,181479.1217
515,181479.1217
519,181479.1217
521,181479.1217
530,181479.1217
532,181479.1217
534,181479.1217
540,181479.1217
541,181479.1217
551,181479.1217
552,181479.1217
554,181479.1217
555,181479.1217
556,181479.1217
557,181479.1217
565,181479.1217
566,181479.1217
567,181479.1217
569,181479.1217
570,181479.1217
574,181479.1217
575,181479.1217
576,181479.1217
577,181479.1217
578,181479.1217
583,181479.1217
584,181479.1217
585,181479.1217
587,181479.1217
593,181479.1217
597,181479.1217
598,181479.1217
599,181479.1217
600,181479.1217
605,181479.1217
607,181479.1217
608,181479.1217
611,181479.1217
616,181479.1217
625,181479.1217
629,181479.1217
630,181479.1217
631,181479.1217
640,181479.1217
642,181479.1217
643,181479.1217
646,181479.1217
647,181479.1217
655,181479.1217
659,181479.1217
663,181479.1217
665,181479.1217
667,181479.1217
673,181479.1217
676,181479.1217
680,181479.1217
682,181479.1217
687,181479.1217
688,181479.1217
692,181479.1217
693,181479.1217
695,181479.1217
697,181479.1217
700,181479.1217
702,181479.1217
703,181479.1217
704,181479.1217
712,181479.1217
713,181479.1217
717,181479.1217
720,181479.1217
721,181479.1217
726,181479.1217
733,181479.1217
736,181479.1217
738,181479.1217
741,181479.1217
743,181479.1217
745,181479.1217
750,181479.1217
756,181479.1217
757,181479.1217
758,181479.1217
760,181479.1217
765,181479.1217
775,181479.1217
776,181479.1217
780,181479.1217
783,181479.1217
790,181479.1217
795,181479.1217
796,181479.1217
797,181479.1217
798,181479.1217
804,181479.1217
805,181479.1217
806,181479.1217
808,181479.1217
814,181479.1217
818,181479.1217
821,181479.1217
822,181479.1217
825,181479.1217
827,181479.1217
830,181479.1217
834,181479.1217
835,181479.1217
842,181479.1217
845,181479.1217
852,181479.1217
857,181479.1217
858,181479.1217
859,181479.1217
860,181479.1217
861,181479.1217
864,181479.1217
868,181479.1217
869,181479.1217
872,181479.1217
873,181479.1217
885,181479.1217
890,181479.1217
895,181479.1217
899,181479.1217
906,181479.1217
918,181479.1217
923,181479.1217
925,181479.1217
927,181479.1217
932,181479.1217
933,181479.1217
934,181479.1217
942,181479.1217
947,181479.1217
948,181479.1217
951,181479.1217
957,181479.1217
958,181479.1217
959,181479.1217
963,181479.1217
967,181479.1217
968,181479.1217
971,181479.1217
972,181479.1217
976,181479.1217
978,181479.1217
979,181479.1217
984,181479.1217
986,181479.1217
991,181479.1217
996,181479.1217
1001,181479.1217
1007,181479.1217
1008,181479.1217
1009,181479.1217
1014,181479.1217
1022,181479.1217
1024,181479.1217
1027,181479.1217
1030,181479.1217
1032,181479.1217
1035,181479.1217
1042,181479.1217
1047,181479.1217
1050,181479.1217
1055,181479.1217
1059,181479.1217
1061,181479.1217
1064,181479.1217
1077,181479.1217
1081,181479.1217
1092,181479.1217
1093,181479.1217
1095,181479.1217
1099,181479.1217
1101,181479.1217
1103,181479.1217
1109,181479.1217
1112,181479.1217
1113,181479.1217
1114,181479.1217
1116,181479.1217
1117,181479.1217
1119,181479.1217
1121,181479.1217
1122,181479.1217
1125,181479.1217
1137,181479.1217
1142,181479.1217
1144,181479.1217
1145,181479.1217
1147,181479.1217
1148,181479.1217
1149,181479.1217
1150,181479.1217
1153,181479.1217
1154,181479.1217
1159,181479.1217
1161,181479.1217
1167,181479.1217
1171,181479.1217
1174,181479.1217
1188,181479.1217
1189,181479.1217
1191,181479.1217
1195,181479.1217
1199,181479.1217
1201,181479.1217
1204,181479.1217
1211,181479.1217
1214,181479.1217
1219,181479.1217
1220,181479.1217
1227,181479.1217
1229,181479.1217
1231,181479.1217
1234,181479.1217
1235,181479.1217
1239,181479.1217
1240,181479.1217
1241,181479.1217
1246,181479.1217
1249,181479.1217
1250,181479.1217
1252,181479.1217
1259,181479.1217
1267,181479.1217
1269,181479.1217
1270,181479.1217
1272,181479.1217
1274,181479.1217
1276,181479.1217
1279,181479.1217
1281,181479.1217
1286,181479.1217
1287,181479.1217
1290,181479.1217
1291,181479.1217
1297,181479.1217
1302,181479.1217
1303,181479.1217
1312,181479.1217
1315,181479.1217
1322,181479.1217
1327,181479.1217
1331,181479.1217
1333,181479.1217
1334,181479.1217
1336,181479.1217
1341,181479.1217
1344,181479.1217
1347,181479.1217
1348,181479.1217
1353,181479.1217
1355,181479.1217
1356,181479.1217
1357,181479.1217
1361,181479.1217
1364,181479.1217
1368,181479.1217
1369,181479.1217
1371,181479.1217
1373,181479.1217
1374,181479.1217
1387,181479.1217
1388,181479.1217
1392,181479.1217
1394,181479.1217
1406,181479.1217
1407,181479.1217
1408,181479.1217
1409,181479.1217
1411,181479.1217
1412,181479.1217
1413,181479.1217
1414,181479.1217
1425,181479.1217
1430,181479.1217
1431,181479.1217
1435,181479.1217
1441,181479.1217
1444,181479.1217
1445,181479.1217
1446,181479.1217
1452,181479.1217
1453,181479.1217
1456,181479.1217
1457,181479.1217
1460,181479.1217
1463,181479.1217
1468,181479.1217
1471,181479.1217
1474,181479.1217
1475,181479.1217
1476,181479.1217
1478,181479.1217
1482,181479.1217
1483,181479.1217
1484,181479.1217
1485,181479.1217
1496,181479.1217
1497,181479.1217
1500,181479.1217
1506,181479.1217
1507,181479.1217
1509,181479.1217
1510,181479.1217
1513,181479.1217
1517,181479.1217
1518,181479.1217
1523,181479.1217
1524,181479.1217
1526,181479.1217
1529,181479.1217
1531,181479.1217
1535,181479.1217
1536,181479.1217
1538,181479.1217
1540,181479.1217
1543,181479.1217
1545,181479.1217
1546,181479.1217
1557,181479.1217
1558,181479.1217
1559,181479.1217
1563,181479.1217
1568,181479.1217
1571,181479.1217
1578,181479.1217
1579,181479.1217
1584,181479.1217
1586,181479.1217
1604,181479.1217
1606,181479.1217
1610,181479.1217
1611,181479.1217
1618,181479.1217
1623,181479.1217
1624,181479.1217
1628,181479.1217
1633,181479.1217
1645,181479.1217
1649,181479.1217
1652,181479.1217
1653,181479.1217
1656,181479.1217
1662,181479.1217
1668,181479.1217
1670,181479.1217
1672,181479.1217
1673,181479.1217
1674,181479.1217
1677,181479.1217
1678,181479.1217
1679,181479.1217
1685,181479.1217
1692,181479.1217
1693,181479.1217
1696,181479.1217
1709,181479.1217
1711,181479.1217
1717,181479.1217
1718,181479.1217
1721,181479.1217
1722,181479.1217
1725,181479.1217
1726,181479.1217
1730,181479.1217
1731,181479.1217
1733,181479.1217
1737,181479.1217
1746,181479.1217
1747,181479.1217
1748,181479.1217
1749,181479.1217
1760,181479.1217
1761,181479.1217
1762,181479.1217
1768,181479.1217
1769,181479.1217
1770,181479.1217
1776,181479.1217
1781,181479.1217
1785,181479.1217
1792,181479.1217
1798,181479.1217
1812,181479.1217
1814,181479.1217
1817,181479.1217
1818,181479.1217
1822,181479.1217
1823,181479.1217
1829,181479.1217
1838,181479.1217
1845,181479.1217
1851,181479.1217
1855,181479.1217
1856,181479.1217
1858,181479.1217
1865,181479.1217
1866,181479.1217
1867,181479.1217
1868,181479.1217
1876,181479.1217
1878,181479.1217
1879,181479.1217
1882,181479.1217
1883,181479.1217
1887,181479.1217
1895,181479.1217
1898,181479.1217
1904,181479.1217
1908,181479.1217
1917,181479.1217
1918,181479.1217
1920,181479.1217
1922,181479.1217
1923,181479.1217
1931,181479.1217
1935,181479.1217
1936,181479.1217
1939,181479.1217
1943,181479.1217
1944,181479.1217
1946,181479.1217
1952,181479.1217
1954,181479.1217
1958,181479.1217
1964,181479.1217
1966,181479.1217
1969,181479.1217
1977,181479.1217
1980,181479.1217
1984,181479.1217
1985,181479.1217
1988,181479.1217
1989,181479.1217
1991,181479.1217
1992,181479.1217
1997,181479.1217
1999,181479.1217
2003,181479.1217
2005,181479.1217
2010,181479.1217
2012,181479.1217
2016,181479.1217
2017,181479.1217
2022,181479.1217
2023,181479.1217
2035,181479.1217
2036,181479.1217
2040,181479.1217
2042,181479.1217
2043,181479.1217
2055,181479.1217
2056,181479.1217
2059,181479.1217
2064,181479.1217
2066,181479.1217
2070,181479.1217
2071,181479.1217
2078,181479.1217
2080,181479.1217
2085,181479.1217
2089,181479.1217
2090,181479.1217
2092,181479.1217
2094,181479.1217
2095,181479.1217
2098,181479.1217
2099,181479.1217
2103,181479.1217
2120,181479.1217
2122,181479.1217
2123,181479.1217
2134,181479.1217
2135,181479.1217
2136,181479.1217
2143,181479.1217
2145,181479.1217
2146,181479.1217
2148,181479.1217
2155,181479.1217
2156,181479.1217
2157,181479.1217
2159,181479.1217
2161,181479.1217
2164,181479.1217
2165,181479.1217
2169,181479.1217
2171,181479.1217
2180,181479.1217
2182,181479.1217
2184,181479.1217
2185,181479.1217
2188,181479.1217
2191,181479.1217
2192,181479.1217
2196,181479.1217
2198,181479.1217
2204,181479.1217
2210,181479.1217
2213,181479.1217
2215,181479.1217
2219,181479.1217
2221,181479.1217
2224,181479.1217
2228,181479.1217
2232,181479.1217
2239,181479.1217
2246,181479.1217
2247,181479.1217
2249,181479.1217
2251,181479.1217
2254,181479.1217
2256,181479.1217
2259,181479.1217
2263,181479.1217
2266,181479.1217
2271,181479.1217
2274,181479.1217
2275,181479.1217
2280,181479.1217
2281,181479.1217
2291,181479.1217
2292,181479.1217
2295,181479.1217
2297,181479.1217
2299,181479.1217
2302,181479.1217
2303,181479.1217
2304,181479.1217
2308,181479.1217
2312,181479.1217
2314,181479.1217
2315,181479.1217
2316,181479.1217
2320,181479.1217
2321,181479.1217
2322,181479.1217
2325,181479.1217
2336,181479.1217
2340,181479.1217
2341,181479.1217
2342,181479.1217
2345,181479.1217
2346,181479.1217
2347,181479.1217
2354,181479.1217
2357,181479.1217
2359,181479.1217
2360,181479.1217
2361,181479.1217
2362,181479.1217
2366,181479.1217
2367,181479.1217
2370,181479.1217
2373,181479.1217
2376,181479.1217
2378,181479.1217
2382,181479.1217
2387,181479.1217
2392,181479.1217
2395,181479.1217
2396,181479.1217
2397,181479.1217
2399,181479.1217
2401,181479.1217
2402,181479.1217
2407,181479.1217
2411,181479.1217
2414,181479.1217
2418,181479.1217
2419,181479.1217
2424,181479.1217
2427,181479.1217
2430,181479.1217
2439,181479.1217
2441,181479.1217
2442,181479.1217
2446,181479.1217
2447,181479.1217
2452,181479.1217
2457,181479.1217
2458,181479.1217
2462,181479.1217
2465,181479.1217
2467,181479.1217
2473,181479.1217
2478,181479.1217
2479,181479.1217
2482,181479.1217
2485,181479.1217
2488,181479.1217
2494,181479.1217
2500,181479.1217
2509,181479.1217
2512,181479.1217
2514,181479.1217
2515,181479.1217
2516,181479.1217
2518,181479.1217
2519,181479.1217
2520,181479.1217
2527,181479.1217
2532,181479.1217
2538,181479.1217
2539,181479.1217
2543,181479.1217
2551,181479.1217
2554,181479.1217
2555,181479.1217
2557,181479.1217
2561,181479.1217
2563,181479.1217
2564,181479.1217
2570,181479.1217
2571,181479.1217
2576,181479.1217
2582,181479.1217
2584,181479.1217
2587,181479.1217
2589,181479.1217
2591,181479.1217
2597,181479.1217
2602,181479.1217
2605,181479.1217
2610,181479.1217
2611,181479.1217
2614,181479.1217
2616,181479.1217
2617,181479.1217
2620,181479.1217
2623,181479.1217
2631,181479.1217
2638,181479.1217
2639,181479.1217
2645,181479.1217
2647,181479.1217
2648,181479.1217
2650,181479.1217
2652,181479.1217
2656,181479.1217
2658,181479.1217
2661,181479.1217
2665,181479.1217
2673,181479.1217
2678,181479.1217
2679,181479.1217
2680,181479.1217
2685,181479.1217
2695,181479.1217
2698,181479.1217
2700,181479.1217
2706,181479.1217
2708,181479.1217
2709,181479.1217
2711,181479.1217
2718,181479.1217
2719,181479.1217
2721,181479.1217
2725,181479.1217
2726,181479.1217
2732,181479.1217
2733,181479.1217
2739,181479.1217
2747,181479.1217
2751,181479.1217
2754,181479.1217
2755,181479.1217
2756,181479.1217
2758,181479.1217
2763,181479.1217
2764,181479.1217
2765,181479.1217
2766,181479.1217
2768,181479.1217
2781,181479.1217
2784,181479.1217
2785,181479.1217
2786,181479.1217
2796,181479.1217
2797,181479.1217
2801,181479.1217
2805,181479.1217
2806,181479.1217
2812,181479.1217
2817,181479.1217
2822,181479.1217
2825,181479.1217
2828,181479.1217
2831,181479.1217
2843,181479.1217
2845,181479.1217
2847,181479.1217
2855,181479.1217
2856,181479.1217
2859,181479.1217
2865,181479.1217
2867,181479.1217
2869,181479.1217
2870,181479.1217
2874,181479.1217
2876,181479.1217
2889,181479.1217
2892,181479.1217
2895,181479.1217
2898,181479.1217
2901,181479.1217
2902,181479.1217
2908,181479.1217
2909,181479.1217
2916,181479.1217
2917,181479.1217
2919,181479.1217
2921,181479.1217
2922,181479.1217
2925,181479.1217
2928,181479.1217
